Cluster	Protein	S320_1G_1_sorted	S320_1G_3_sorted	S320_1G_4_sorted	S320_1G_5_sorted	S320T_4G_2_sorted	S320T_4G_3_sorted	S320T_4G_5_sorted	SC_1G_2_sorted	SC_1G_3_sorted	SC_1G_5_sorted	SC_4G_1_sorted	SC_4G_2_sorted	SC_4G_3_sorted
Cluster-2106.7	XP_018013942.1	5	18	12	0	75	136	11	14	96	71	6	19	260
Cluster-2110.0	OQR73163.1	0	0	0	0	0	0	0	0	3	0	2	6	1
Cluster-2226.1	KAF2350046.1	1	6	3	3	1	0	0	1	127	2	131	93	94
Cluster-2228.2	KAF2367018.1	314	624	709	146	54	110	98	175	553	95	140	111	277
Cluster-2253.15	XP_018018851.1	1	19	3	1	0	2	1	1	249	1	519	232	160
Cluster-2253.16	XP_018018851.1	1	28	3	2	2	4	0	0	236	20	395	238	231
Cluster-2317.10	XP_018021821.1	70	106	88	181	168	341	291	102	320	391	225	122	126
Cluster-2317.11	XP_018021821.1	58	85	75	104	48	223	83	101	103	103	100	57	57
Cluster-2333.0	XP_037084869.1	0	0	0	0	0	0	0	0	3	0	5	3	0
Cluster-2340.0	XP_018015780.1	21	13	13	21	19	31	16	22	17	23	27	90	53
Cluster-2355.4	KAF2353932.1	9	15	165	6	2	1	8	3	346	1	212	36	386
Cluster-2355.6	KAF2353932.1	50	42	228	7	7	3	6	9	1193	3	412	139	275
Cluster-2355.7	KAF2353932.1	34	24	175	7	1	1	3	1	931	6	362	114	378
Cluster-2355.17	KAF2353932.1	3	1	16	1	0	0	2	1	45	0	66	9	77
Cluster-2386.1	KAF2355741.1	13	12	11	4	3	0	0	2	926	1	2333	795	1830
Cluster-2391.0	KAF2369184.1	319	375	175	310	415	444	353	791	700	705	487	211	511
Cluster-2396.0	XP_018026830.1	0	0	0	0	0	0	0	0	4	3	1	0	2
Cluster-2398.2	XP_018027640.1	1	4	9	3	3	4	0	3	78	3	38	590	36
Cluster-2398.3	XP_018027640.1	1	9	8	0	2	1	0	0	151	0	42	586	63
Cluster-2426.0	XP_018010163.1	0	0	0	0	0	0	0	0	86	0	13	18	1
Cluster-2426.2	XP_018010163.1	0	0	0	0	0	0	0	0	5	0	67	86	2
Cluster-2426.4	XP_018010163.1	0	4	1	3	0	0	3	0	400	0	299	363	32
Cluster-2426.5	XP_042857863.1	0	6	1	0	0	4	0	0	206	0	14	141	9
Cluster-2426.6	XP_042857863.1	0	1	2	1	0	0	0	0	61	0	86	109	13
Cluster-2426.7	XP_018010163.1	0	0	4	0	0	1	0	0	217	0	49	116	10
Cluster-2426.8	XP_018010163.1	0	0	0	0	0	1	0	0	40	0	104	77	18
Cluster-2426.9	XP_018010163.1	0	0	4	0	1	0	0	0	38	0	272	296	23
Cluster-2428.1	KAF2368757.1	3	5	8	3	8	11	3	1	817	1	1022	50	238
Cluster-2449.0	XP_018017501.1	1	6	0	0	0	0	3	1	303	0	3	8	48
Cluster-2449.2	XP_018017501.1	0	2	0	0	0	0	0	0	245	0	0	2	51
Cluster-2449.4	XP_018017501.1	0	0	0	0	0	0	0	0	105	0	0	2	56
Cluster-2449.5	XP_018017501.1	0	0	0	0	0	0	0	0	63	0	4	3	54
Cluster-2457.1	QQP50606.1	2	4	0	0	2	3	3	6	9	17	0	5	1
Cluster-2457.3	QQP40460.1	6	14	4	17	2	6	11	9	23	25	21	6	3
Cluster-2457.4	QQP50606.1	1	5	0	0	4	6	4	17	22	17	0	1	4
Cluster-2457.5	QQP40460.1	6	1	0	0	1	4	3	1	9	4	3	6	1
Cluster-2457.6	QQP32332.1	6	6	12	11	5	9	4	6	7	13	6	8	10
Cluster-2457.7	QQP32332.1	147	174	195	239	206	208	288	154	214	200	155	196	168
Cluster-2457.8	QQP32332.1	155	83	126	81	48	62	51	78	155	131	119	82	126
Cluster-2457.8	XP_018006893.1	155	83	126	81	48	62	51	78	155	131	119	82	126
Cluster-2457.10	KAF2362096.1	186	279	288	217	456	428	517	450	401	322	287	220	622
Cluster-2457.12	XP_018006893.1	180	107	168	146	131	108	178	116	181	125	97	96	170
Cluster-2457.18	QQP38121.1	9	2	11	18	11	4	13	14	4	4	3	7	3
Cluster-2457.19	QQP36165.1	0	1	0	1	1	0	0	3	0	0	0	0	1
Cluster-2457.21	QQP50676.1	3	0	1	8	2	0	5	0	0	1	7	4	4
Cluster-2458.10	XP_018020031.1	31	26	3	14	72	11	80	103	94	151	76	3	41
Cluster-2478.2	KAF2367369.1	2	3	3	0	0	0	0	0	782	1	1626	315	729
Cluster-2483.1	KAF2368100.1	7	11	13	0	3	7	0	0	893	1	1405	549	451
Cluster-2486.4	XP_042870816.1	0	3	0	0	0	0	0	0	67	0	39	32	28
Cluster-2487.6	KAF2359285.1	41	19	2639	0	0	0	0	0	46	0	8	2	24
Cluster-2487.7	KAF2359285.1	43	20	2156	0	0	0	0	0	34	0	4	3	68
Cluster-2487.8	KAF2359285.1	62	26	2433	0	0	0	0	0	196	0	13	1	39
Cluster-2511.10	XP_018025857.1	204	200	164	153	283	196	146	288	169	127	515	291	133
Cluster-2511.14	XP_018025857.1	599	110	453	136	91	47	109	778	105	91	179	116	358
Cluster-2511.17	XP_018025857.1	232	345	165	320	137	74	136	563	197	81	283	395	261
Cluster-2520.2	KAF2351094.1	209	294	406	220	150	75	112	327	285	214	267	243	260
Cluster-2520.3	KAF2351094.1	351	533	592	404	343	209	222	487	470	380	403	383	319
Cluster-2522.0	KAF2348813.1	0	0	0	0	0	0	0	0	112	0	1	6	3
Cluster-2525.0	KAF2358837.1	0	0	0	0	0	0	0	0	0	0	3	12	0
Cluster-2525.1	KAF2358837.1	0	0	0	0	0	0	0	0	4	0	2	13	1
Cluster-2534.10	XP_018017463.1	1	0	2	0	0	0	0	0	11	0	139	7	82
Cluster-2534.11	XP_018017463.1	1	1	1	1	0	0	0	0	39	0	29	4	125
Cluster-2534.12	KAF2356046.1	0	2	3	0	0	0	0	0	37	0	25	20	30
Cluster-2548.1	KAF2359339.1	91	62	3	59	123	72	93	112	242	189	155	71	86
Cluster-2571.0	KAA0194232.1	0	0	0	0	0	0	0	0	3	0	2	0	6
Cluster-2609.0	XP_018010163.1	0	0	0	0	2	0	1	0	398	0	245	360	6
Cluster-2613.0	RWS22996.1	0	0	0	0	0	0	0	0	5	2	3	0	5
Cluster-2617.0	XP_036332737.1	0	0	0	0	0	0	0	0	16	6	0	0	7
Cluster-2623.1	XP_018017913.1	0	1	0	0	0	0	0	0	68	0	0	0	213
Cluster-2623.2	XP_018017913.1	1	4	0	0	0	0	0	0	401	1	56	5	217
Cluster-2630.0	KAF2362873.1	6	6	6	0	0	4	2	2	78	0	0	1	23
Cluster-2630.1	KAF2362873.1	3	26	7	0	0	5	1	2	36	0	0	0	45
Cluster-2634.0	KAG0717223.1	0	0	1	0	2	5	3	0	5	4	54	41	1
Cluster-2634.1	KAG0717223.1	2	0	3	1	5	6	16	0	1	0	2	1	2
Cluster-2634.2	KAF2365544.1	1	0	1	6	15	5	17	0	4	0	29	18	5
Cluster-2634.3	KAG0717223.1	6	0	6	39	107	21	137	1	2	0	16	0	28
Cluster-2648.1	XP_018027565.1	85	114	105	116	99	94	126	132	98	90	111	90	112
Cluster-2650.4	XP_014488173.1	1	2	17	1	0	4	0	1	223	0	64	29	72
Cluster-2657.3	KAF2363267.1	0	5	1	5	2	0	1	0	62	0	251	647	178
Cluster-2663.1	XP_042203440.1	0	0	1	3	0	1	5	0	0	2	0	0	5
Cluster-2663.2	AEX65816.1	8	0	1	0	38	0	0	22	24	48	13	0	9
Cluster-2663.4	KAF2363919.1	1	6	0	7	1	3	0	2	0	0	1	3	2
Cluster-2663.5	KAF2363919.1	145	98	186	160	108	160	109	154	207	235	88	50	144
Cluster-2663.6	XP_042871227.1	1	0	0	1	3	1	7	1	0	0	0	0	0
Cluster-2663.7	AHA43765.1	19	5	3	7	10	29	5	7	9	5	4	4	6
Cluster-2663.8	QGN00836.1	260	233	344	274	432	491	299	385	384	269	283	229	109
Cluster-2663.10	KAE8746209.1	160	189	4	60	236	44	266	476	976	1344	207	34	117
Cluster-2663.10	KAF2363916.1	160	189	4	60	236	44	266	476	976	1344	207	34	117
Cluster-2663.11	KAE8746209.1	45	27	31	53	38	48	66	81	89	147	51	13	39
Cluster-2663.11	KAF2363918.1	45	27	31	53	38	48	66	81	89	147	51	13	39
Cluster-2663.12	XP_054009121.1	75	108	137	246	267	116	506	257	159	209	139	64	196
Cluster-2663.12	KAH9400907.1	75	108	137	246	267	116	506	257	159	209	139	64	196
Cluster-2663.13	KAE8746209.1	860	2016	1956	1495	2000	1430	3939	3095	1572	2184	2835	1077	3646
Cluster-2663.13	KAF2363916.1	860	2016	1956	1495	2000	1430	3939	3095	1572	2184	2835	1077	3646
Cluster-2663.14	XP_042203440.1	652	766	1180	1015	1727	828	1165	888	708	1061	637	597	1249
Cluster-2663.14	KOC59063.1	652	766	1180	1015	1727	828	1165	888	708	1061	637	597	1249
Cluster-2663.15	ABL63468.1	227	245	481	611	730	636	568	511	307	495	220	187	462
Cluster-2663.15	KOC59063.1	227	245	481	611	730	636	568	511	307	495	220	187	462
Cluster-2663.16	XP_042871227.1	4803	4062	3743	5770	8874	4033	5955	2486	3752	5158	4503	3722	6590
Cluster-2663.17	ABL63468.1	1147	1178	58	2220	2745	4831	1724	596	1059	303	757	89	2451
Cluster-2663.18	TRY69466.1	1856	3123	2032	2530	5124	3002	5519	3221	2201	2242	3332	1005	1993
Cluster-2663.19	TRY69466.1	1077	2247	3219	2110	3901	2189	4918	3277	1643	2180	1966	1049	2857
Cluster-2663.28	XP_045108313.1	807	1450	2082	3132	7660	1644	7142	6020	2860	3460	1698	766	1177
Cluster-2663.30	XP_042203896.1	7721	9851	10378	10751	11560	10441	10436	15476	11719	14931	11695	5538	7622
Cluster-2663.31	XP_042871227.1	15595	15603	16133	22942	27660	32517	19189	18704	15637	19336	13871	8988	13844
Cluster-2663.31	KOC59063.1	15595	15603	16133	22942	27660	32517	19189	18704	15637	19336	13871	8988	13844
Cluster-2663.31	KAH9413143.1	15595	15603	16133	22942	27660	32517	19189	18704	15637	19336	13871	8988	13844
Cluster-2663.32	ABL63468.1	737	759	1371	2010	1369	1513	1264	1024	857	1488	661	480	738
Cluster-2663.32	KOC59063.1	737	759	1371	2010	1369	1513	1264	1024	857	1488	661	480	738
Cluster-2663.33	ROT69215.1	180	157	200	305	208	404	122	189	165	183	180	78	155
Cluster-2663.34	XP_042871227.1	1325	593	579	2655	3318	3809	2190	807	793	735	442	268	1316
Cluster-2663.34	KOC59063.1	1325	593	579	2655	3318	3809	2190	807	793	735	442	268	1316
Cluster-2663.35	AEX65814.1	123	118	118	135	82	92	47	108	84	77	125	79	126
Cluster-2663.36	XP_045612179.1	260	158	322	456	347	497	464	515	343	532	281	145	322
Cluster-2663.37	RXG58283.1	2001	2937	3612	2630	2661	4745	2476	6615	4342	5741	4400	1166	3896
Cluster-2663.37	TRY75422.1	2001	2937	3612	2630	2661	4745	2476	6615	4342	5741	4400	1166	3896
Cluster-2663.38	AEI88062.1	598	331	19	1419	1547	2075	1133	294	352	152	160	13	602
Cluster-2663.39	ADJ94952.1	53	14	23	62	69	68	44	36	32	37	39	16	66
Cluster-2663.41	KOC59063.1	46	44	50	73	81	73	100	53	70	73	40	28	38
Cluster-2663.41	ABG27014.1	46	44	50	73	81	73	100	53	70	73	40	28	38
Cluster-2663.62	AEL29868.1	9	50	0	63	19	22	0	0	7	10	13	4	24
Cluster-2663.63	ADG84997.1	44	17	3	75	2	119	9	163	94	142	109	26	106
Cluster-2663.63	KAH9400907.1	44	17	3	75	2	119	9	163	94	142	109	26	106
Cluster-2663.64	ABM74401.1	1532	1289	2047	2143	1346	2069	2009	2925	2634	3660	2168	657	2492
Cluster-2663.64	KAH9400907.1	1532	1289	2047	2143	1346	2069	2009	2925	2634	3660	2168	657	2492
Cluster-2663.65	KAA0194444.1	5558	3769	5798	5941	6601	6378	6574	6278	7073	10653	3596	1850	2759
Cluster-2663.65	KAH9413143.1	5558	3769	5798	5941	6601	6378	6574	6278	7073	10653	3596	1850	2759
Cluster-2663.68	KAG8235739.1	370	314	260	486	529	258	591	429	311	397	358	203	641
Cluster-2663.68	ADB92676.1	370	314	260	486	529	258	591	429	311	397	358	203	641
Cluster-2663.69	KAG8235739.1	309	284	225	488	363	293	1072	348	256	299	234	106	611
Cluster-2663.69	ABL63468.1	309	284	225	488	363	293	1072	348	256	299	234	106	611
Cluster-2663.70	KAA0194444.1	1078	583	1214	1430	901	1319	1318	1383	1157	1811	722	461	812
Cluster-2663.70	KAG8235739.1	1078	583	1214	1430	901	1319	1318	1383	1157	1811	722	461	812
Cluster-2663.71	KOC59063.1	322	298	421	580	458	432	516	417	360	623	314	189	417
Cluster-2663.71	KAA0194444.1	322	298	421	580	458	432	516	417	360	623	314	189	417
Cluster-2663.72	ROT69215.1	12	6	9	24	14	18	74	10	10	14	4	2	8
Cluster-2663.72	KAG8235739.1	12	6	9	24	14	18	74	10	10	14	4	2	8
Cluster-2663.73	TRY75422.1	8401	11097	13176	11837	16062	15431	18039	11805	9873	13283	9270	4932	11024
Cluster-2663.73	XP_045612179.1	8401	11097	13176	11837	16062	15431	18039	11805	9873	13283	9270	4932	11024
Cluster-2663.74	KAJ8934635.1	125	81	33	117	8	9	13	49	153	251	78	30	168
Cluster-2663.83	AEX65814.1	6	0	4	2	0	31	3	0	2	2	10	0	36
Cluster-2663.84	KOC59063.1	192	131	89	333	107	363	148	42	138	256	127	62	286
Cluster-2663.84	AEI88062.1	192	131	89	333	107	363	148	42	138	256	127	62	286
Cluster-2663.85	KOC59063.1	2	61	1	204	218	13	391	177	82	55	10	1	8
Cluster-2663.85	AEI88062.1	2	61	1	204	218	13	391	177	82	55	10	1	8
Cluster-2663.86	KOC59063.1	6	9	8	43	15	14	31	338	304	467	116	3	8
Cluster-2663.86	AEI88062.1	6	9	8	43	15	14	31	338	304	467	116	3	8
Cluster-2663.88	AEX65814.1	16	18	15	50	9	16	34	13	14	39	11	9	23
Cluster-2663.91	AEL29868.1	1703	1461	2059	1366	2534	2521	3413	2783	1537	1721	1285	766	1391
Cluster-2663.94	AEX65816.1	0	0	53	3	1	0	5	1	9	2	23	3	0
Cluster-2663.95	ABL63468.1	12	0	0	16	0	60	0	0	0	0	11	0	76
Cluster-2663.96	AEX65816.1	62	72	0	219	5	87	0	0	11	0	35	13	49
Cluster-2663.98	KAF2363921.1	58	89	60	144	117	101	268	155	44	79	68	63	182
Cluster-2663.98	KAH9400907.1	58	89	60	144	117	101	268	155	44	79	68	63	182
Cluster-2663.99	ABL63468.1	5	0	6	13	12	24	10	5	0	1	13	1	10
Cluster-2663.99	KOC59063.1	5	0	6	13	12	24	10	5	0	1	13	1	10
Cluster-2663.100	XP_042871227.1	3	12	19	29	11	19	18	18	9	8	25	20	7
Cluster-2663.100	KOC59063.1	3	12	19	29	11	19	18	18	9	8	25	20	7
Cluster-2663.101	XP_042871227.1	6	4	9	14	22	43	45	27	8	10	21	4	6
Cluster-2663.101	KOC59063.1	6	4	9	14	22	43	45	27	8	10	21	4	6
Cluster-2663.102	AGX85512.1	14	11	37	29	17	3	46	4	0	0	21	15	13
Cluster-2663.102	KAG8235741.1	14	11	37	29	17	3	46	4	0	0	21	15	13
Cluster-2663.103	KOC59063.1	573	378	690	684	421	708	601	735	750	854	379	182	304
Cluster-2668.0	XP_042205281.1	0	0	0	0	0	0	0	0	1	0	4	5	1
Cluster-2723.0	CAH2264226.1	0	0	0	0	0	0	0	0	5	0	2	3	6
Cluster-2723.0	KAI2810557.1	0	0	0	0	0	0	0	0	5	0	2	3	6
Cluster-2724.2	KAB7506051.1	10	5	5	0	0	0	0	13	5	1	40	11	11
Cluster-2726.14	XP_018012830.1	62	138	40	82	45	37	66	96	202	202	118	114	198
Cluster-2732.0	XP_047501948.1	0	0	0	0	0	0	0	0	1	0	5	1	7
Cluster-2739.0	XP_045605012.1	0	0	0	1	2	0	0	0	32	0	6	334	13
Cluster-2739.1	KAG7169606.1	0	0	0	0	1	0	0	0	4	0	0	24	3
Cluster-2789.0	ROT85411.1	0	1	0	0	0	0	0	0	19	0	7	64	63
Cluster-2810.11	KAA0203629.1	3	9	3	7	4	1	6	1	15	6	6	2	2
Cluster-2813.0	CAD7403115.1	0	0	0	0	0	0	0	0	5	2	0	0	4
Cluster-2833.2	XP_037804288.1	91	98	392	37	23	34	31	81	228	169	102	33	131
Cluster-2836.1	ODM87210.1	9	7	2	0	4	6	4	15	7	2	12	4	18
Cluster-2836.2	ODM87210.1	3	4	1	3	4	1	2	10	12	5	2	6	4
Cluster-2836.3	ODM87210.1	0	5	0	0	2	0	2	12	14	5	7	2	0
Cluster-2836.4	ODM87210.1	3	0	4	0	3	6	0	4	2	3	6	1	4
Cluster-2836.5	KAF2354545.1	3	7	6	9	1	3	0	15	22	13	16	13	15
Cluster-2836.7	ODM87210.1	0	0	0	0	0	0	0	6	1	2	4	5	3
Cluster-2862.3	KAA0184678.1	2	1	7	0	0	0	0	0	34	0	24	9	19
Cluster-2862.4	KAF2366951.1	5	8	10	0	0	0	0	0	74	0	28	13	45
Cluster-2903.0	KAF2359417.1	0	0	0	0	0	0	0	0	1	0	4	0	5
Cluster-2922.0	XP_018018851.1	0	0	0	0	0	0	0	0	32	0	50	20	50
Cluster-2937.0	XP_018022123.1	0	0	0	0	0	0	0	0	87	0	0	0	0
Cluster-2955.0	XP_018010700.1	0	0	0	0	0	0	0	0	41	0	49	5	33
Cluster-2955.1	XP_018010700.1	0	0	0	0	0	0	0	0	31	0	22	16	48
Cluster-2970.1	KAF2361606.1	68	179	95	50	67	52	38	76	115	42	25	107	61
Cluster-3005.1	KAF2359411.1	0	0	0	0	0	0	0	0	81	0	231	12	173
Cluster-3022.0	XP_047739797.1	7	11	23	3	13	2	3	10	22	17	11	7	11
Cluster-3022.1	XP_047739797.1	11	9	24	3	5	2	5	7	16	15	17	9	19
Cluster-3067.0	XP_018026266.1	5	9	13	10	12	8	3	24	244	2	152	374	305
Cluster-3067.0	KAG8037607.1	5	9	13	10	12	8	3	24	244	2	152	374	305
Cluster-3067.1	KZS01134.1	0	0	1	0	0	3	0	0	9	1	6	16	6
Cluster-3150.0	QQP51469.1	0	0	0	0	0	0	0	0	1	9	0	0	0
Cluster-3219.0	XP_018017515.1	0	0	0	0	0	0	0	0	22	0	8	13	5
Cluster-3219.1	KAF2361980.1	0	0	0	0	0	0	0	0	1	0	10	4	0
Cluster-3221.0	XP_018021095.2	0	0	0	0	0	0	2	0	28	31	0	2	1
Cluster-3223.0	XP_018010381.1	0	0	0	0	0	0	0	0	12	0	0	11	0
Cluster-3236.0	XP_027232955.1	0	0	0	0	0	0	0	0	3	0	9	4	3
Cluster-3263.0	CAD7254760.1	0	0	0	0	0	0	0	0	2	0	11	11	14
Cluster-3274.1	KAH6935908.1	0	1	0	0	0	0	0	7	10	6	0	0	0
Cluster-3307.0	ROT84014.1	0	0	1	1	0	0	2	0	8	0	3	56	36
Cluster-3343.0	XP_046677766.1	0	0	0	0	0	0	0	1	7	4	2	1	1
Cluster-3360.0	GBP40105.1	0	0	0	0	0	0	0	0	3	3	3	0	3
Cluster-3407.0	CAD7576589.1	0	0	0	0	0	0	0	0	5	0	2	1	5
Cluster-3428.0	GIX71485.1	0	0	0	0	0	0	0	0	4	0	1	7	0
Cluster-3441.0	KAG0726099.1	0	0	0	0	0	0	0	0	1	2	4	0	3
Cluster-3456.0	KAF3422902.1	0	0	1	0	2	0	0	0	1	1	6	0	8
Cluster-3497.0	KFM81219.1	0	1	0	0	0	0	0	0	8	0	5	13	2
Cluster-3525.0	KAF2360411.1	0	0	0	0	0	0	0	0	2	0	2	0	7
Cluster-3538.0	XP_034839598.1	0	0	0	0	0	0	0	0	2	3	6	0	0
Cluster-3539.0	ROT72388.1	0	0	0	0	0	0	0	0	1	0	2	2	6
Cluster-3564.0	KAA0192457.1	0	0	0	0	0	0	0	0	4	1	1	0	4
Cluster-3565.0	CAG7731639.1	0	0	0	0	0	0	0	0	2	0	1	9	0
Cluster-3568.0	KAF2349379.1	0	0	0	0	0	0	0	0	1	3	2	4	3
Cluster-3585.0	PNF18390.1	0	0	0	0	0	0	0	0	1	0	3	7	0
Cluster-3611.0	XP_053654586.1	0	0	0	0	0	0	0	0	4	7	0	0	0
Cluster-3615.0	KAA0203459.1	0	0	0	0	0	0	0	0	2	3	0	1	1
Cluster-3619.0	CAD7235977.1	4	1	0	0	0	1	0	0	3	0	4	11	1
Cluster-3629.0	KAF2368849.1	0	0	0	0	0	0	0	0	4	2	1	4	0
Cluster-3638.0	KAF4515930.1	0	0	0	0	0	0	0	0	9	0	0	2	0
Cluster-3669.0	XP_050739901.1	0	0	0	0	0	0	0	1	2	8	0	0	2
Cluster-3674.1	KAF2368403.1	0	1	0	1	0	2	1	3	68	1	191	83	27
Cluster-3674.4	KAF2368403.1	1	0	0	1	0	0	0	1	38	0	264	66	77
Cluster-3691.5	KAF2354130.1	36	53	15	35	42	11	33	189	212	155	76	16	81
Cluster-3695.0	KAF2352950.1	0	0	0	0	0	0	0	2	4	1	0	1	5
Cluster-3710.3	XP_018011350.1	85	86	96	96	58	98	75	109	91	105	167	103	134
Cluster-3718.0	KAG8328358.1	0	0	0	0	0	0	0	2	1	15	0	0	0
Cluster-3722.0	KAF2359505.1	17	2	0	1	1	2	0	1	12	6	4	2	35
Cluster-3722.2	KAF2359505.1	1	2	2	0	1	1	0	4	1	3	7	6	67
Cluster-3723.1	XP_042238975.1	21	28	26	18	32	30	36	40	40	73	28	57	31
Cluster-3798.0	RXG59375.1	0	0	0	0	0	0	0	1	2	2	1	2	2
Cluster-3804.0	XP_018025914.1	43	297	351	435	137	191	14	40	5064	8	3853	3928	2485
Cluster-3804.1	XP_042205169.1	0	10	13	9	7	3	1	8	263	8	177	147	196
Cluster-3810.1	XP_047736496.1	1	2	4	0	0	0	3	2	1	0	3	2	1
Cluster-3810.2	KAF2364022.1	0	1	1	2	0	0	0	0	2	6	1	1	2
Cluster-3819.0	KAF2364654.1	0	0	0	0	0	0	0	1	0	0	4	4	1
Cluster-3839.1	AAY86043.1	1	1	2	0	1	0	1	7	8	13	6	1	0
Cluster-3903.2	KAF2351366.1	2	7	1	3	14	1	21	3	7	12	11	11	5
Cluster-3903.5	KAF2351366.1	17	16	10	18	25	7	45	13	21	15	22	25	15
Cluster-3909.0	KAA0189095.1	0	0	0	0	0	0	0	10	0	0	0	0	0
Cluster-3912.6	AWU67128.1	0	1	9	1	3	2	7	3	5	9	4	0	1
Cluster-3912.7	KAF2366661.1	63	75	42	61	114	157	142	86	195	211	52	26	182
Cluster-3912.8	AWU67128.1	0	1	0	4	6	6	13	1	1	2	1	3	8
Cluster-3951.0	XP_047740616.1	0	2	1	3	0	3	0	0	51	0	30	176	197
Cluster-3951.1	XP_047740616.1	0	7	1	13	0	3	0	3	68	0	53	170	371
Cluster-3951.2	XP_047740616.1	0	6	9	16	1	6	2	1	82	0	85	891	757
Cluster-3951.4	XP_047740616.1	0	5	7	8	1	0	0	1	421	0	360	831	330
Cluster-4014.0	XP_018027720.1	2	1	3	1	1	4	1	3	232	10	154	356	165
Cluster-4014.1	XP_018027720.1	1	12	4	1	5	0	1	7	339	2	75	406	259
Cluster-4014.2	XP_018027720.1	5	3	1	3	2	0	2	3	111	1	28	178	171
Cluster-4014.3	XP_018027720.1	1	1	0	0	0	0	0	0	13	2	276	606	161
Cluster-4014.4	XP_018027720.1	0	0	0	0	0	0	2	5	32	4	234	483	132
Cluster-4014.5	XP_018027720.1	2	5	2	4	5	0	3	9	153	2	359	843	369
Cluster-4027.0	KAF2345867.1	0	0	0	0	0	0	0	2	2	0	4	0	12
Cluster-4034.0	CAD7666926.1	0	0	0	0	0	0	0	2	2	0	2	0	11
Cluster-4052.0	KAF2344462.1	0	0	0	0	0	0	0	4	0	5	0	0	3
Cluster-4068.0	KAF2354569.1	0	0	0	0	0	1	0	2	62	0	157	0	71
Cluster-4074.0	KAF2367778.1	5	0	5	1	1	1	1	6	1	3	2	7	9
Cluster-4089.0	XP_018011894.1	55	64	32	105	89	119	58	132	140	81	56	113	77
Cluster-4116.0	KAF2351393.1	0	0	0	0	0	0	0	3	0	1	2	6	0
Cluster-4119.28	XP_018008735.1	80	68	53	47	70	44	34	97	111	72	113	129	86
Cluster-4119.43	KAF2351058.1	26	27	21	31	48	55	30	64	75	80	46	56	70
Cluster-4119.44	XP_018008259.1	19	45	23	44	52	34	45	30	25	18	27	24	32
Cluster-4162.3	KAF2362947.1	72	73	62	62	132	48	127	49	119	45	127	54	78
Cluster-4163.0	XP_018012248.1	0	0	0	0	0	0	0	5	0	0	0	0	4
Cluster-4163.1	XP_018012248.1	0	0	0	0	0	0	0	5	0	0	0	0	1
Cluster-4163.2	KAF2360888.1	0	0	0	0	0	0	5	2	1	0	2	0	0
Cluster-4163.3	KAG7159557.1	0	0	0	1	0	0	2	7	0	0	1	0	0
Cluster-4181.8	XP_018008616.1	9	3	2	2	17	6	9	8	9	14	14	16	7
Cluster-4181.9	XP_018008616.1	3	0	1	2	3	2	7	3	21	24	20	35	12
Cluster-4181.16	XP_018008616.1	5	11	12	4	6	6	1	5	8	9	60	71	22
Cluster-4192.1	RXG61969.1	0	0	0	1	0	0	0	17	11	0	0	13	19
Cluster-4207.0	KAB7507033.1	0	0	0	0	0	0	0	3	7	2	2	1	0
Cluster-4207.1	KAB7499343.1	2	0	0	0	0	0	0	2	2	2	2	0	1
Cluster-4213.8	XP_018018938.1	3	0	0	0	22	6	11	36	28	62	28	1	7
Cluster-4213.9	XP_018018938.1	8	1	0	5	34	18	32	76	26	35	37	12	2
Cluster-4213.11	XP_018018938.1	9	2	0	3	66	28	44	69	73	189	61	10	11
Cluster-4239.1	KAF2363650.1	0	0	2	3	0	0	9	4	11	14	4	4	8
Cluster-4274.6	KAF2358581.1	1115	888	1177	904	1431	835	704	1237	1084	1443	821	596	584
Cluster-4304.0	XP_014244231.1	0	0	0	0	0	0	0	1	1	0	5	2	3
Cluster-4310.0	KAJ8870902.1	0	0	0	0	0	0	0	1	0	2	2	0	5
Cluster-4310.2	CAD7419507.1	1	2	0	0	0	1	0	3	1	1	5	1	5
Cluster-4355.0	XP_045594450.1	16	150	47	178	74	55	43	134	29	39	62	102	95
Cluster-4361.1	XP_018011398.1	2	2	0	1	0	0	0	1	157	0	40	516	4
Cluster-4363.1	KAA0203441.1	6	8	6	8	0	0	0	36	8	9	6	5	31
Cluster-4373.0	GLH09281.1	0	0	0	0	0	0	0	4	0	2	0	0	7
Cluster-4374.0	KAI5713045.1	0	0	0	0	0	0	0	2	1	1	1	0	5
Cluster-4385.4	AIW62522.1	4	2	0	4	5	8	3	23	1	1	5	0	4
Cluster-4399.0	XP_023226813.1	0	2	0	0	0	0	0	3	1	8	0	1	4
Cluster-4410.3	KAF2363952.1	64	37	46	18	28	30	20	57	106	78	42	55	63
Cluster-4463.4	KAF2368617.1	13	11	36	17	2	5	4	35	29	17	45	28	43
Cluster-4503.0	XP_014488173.1	0	0	0	0	0	0	0	0	7	0	59	10	30
Cluster-4517.1	ODN03169.1	172	280	190	272	207	173	239	226	277	203	180	203	217
Cluster-4529.2	XP_018009890.1	197	336	440	227	313	184	308	383	586	241	592	890	400
Cluster-4529.3	XP_053629106.1	56	27	69	33	32	8	32	39	65	37	39	43	56
Cluster-4529.4	XP_018009890.1	163	182	290	144	277	111	163	302	405	169	342	512	266
Cluster-4529.5	XP_053629106.1	148	165	66	61	150	14	201	84	182	180	68	49	67
Cluster-4529.6	XP_018009890.1	367	296	398	306	493	233	259	397	619	316	438	562	402
